word_id	en_hw	page	seq_on_page	enwk_part_of_speech	tt_param1	seq_in_param1	keep
DIB5203852	reluctantly	reluctantly	1	Adverb	in a reluctant manner	1	y
DIB5208437	intelligent	intelligent	1	Adjective	of high or especially quick cognitive capacity, bright	1	y
DIB5209262	go away	go away	3	Verb	to travel somewhere, especially on holiday or vacation	1	y
DIB5212216	famous	famous	1	Adjective	well known	1	y
DIB5218113	buttock	buttock	1	Noun	each of the two large fleshy halves of the posterior part of the body	1	y
DIB5220756	jump	jump	1	Verb	propel oneself rapidly upward such that momentum causes the body to become airborne	1	y
DIB5233350	underwear	underwear	1	Noun	clothes worn next to the skin	1	y
DIB5234076	west	west	1	Noun	compass point	1	y
DIB5234602	hospital	hospital	1	Noun	large medical facility	1	y
DIB5250386	liver	liver	1	Noun	organ of the body	1	y
DIB5259320	how much does it cost	how much does it cost	1	Phrase	how much is it?	1	y
DIB5266106	humorous	humorous	1	Adjective	full of humor or arousing laughter; funny	1	y
DIB5267918	take care	take care	3	Interjection	good-bye	1	y
DIB5275726	itself	itself	1	Pronoun	(reflexive) it	1	yp
DIB5277969	no	no/translations	1		used to show disagreement or negation	1	y
DIB5282143	it's snowing	it's snowing	1	Phrase	it's snowing	1	y
DIB5283295	notebook	notebook	1	Noun	empty book able to be used for notes	1	y
DIB5285729	by	by	3	Preposition	indicates the agent of a passive verb	1	y
DIB5287844	stay behind	stay behind	1	Verb	to remain where one is, whilst others leave	1	y
DIB5291494	greengrocer's	greengrocer's	1	Noun	shop for fruit and vegetables	1	y
DIB5291960	unpleasant	unpleasant	1	Adjective	not pleasant	1	y
DIB5293219	emergency department	emergency department	1	Noun	(healthcare) a department of a hospital	1	y
DIB5296547	sustain	sustain	2	Verb	to provide for or nourish something	1	y
DIB5305899	airplane	airplane	1	Noun	powered aircraft	1	y
DIB5313958	laugh	laugh	3	Verb	show mirth by peculiar movement of the muscles of the face and emission of sounds	1	y
DIB5321946	thigh	thigh	1	Noun	upper leg	1	y
DIB5328061	remaining	remaining	1	Adjective	which remains	1	y
DIB5330754	popular	popular	4	Adjective	liked by many people	1	y
DIB5335358	paper towel	paper towel	1	Noun	paper used in kitchens	1	y
DIB5342760	miss	miss	8	Verb	to be late for something	1	y
DIB5345251	us	us	1	Pronoun	objective case of "we"	1	yp
DIB5346042	fifty	fifty	1	Numeral	cardinal number	1	y
DIB5353878	as long as	as long as	1	Conjunction	while	1	y
DIB5354488	crazy	crazy	1	Adjective	insane, demented	1	y
DIB5360146	sports center	sports center	1	Noun		1	y
DIB5362577	put away	put away	1	Verb	to place out of the way	1	y
DIB5363132	bedsheet	bedsheet	1	Noun	a sheet, a piece of cloth cut and finished as bedlinen	1	y
DIB5368806	profession	profession	2	Noun	occupation	1	y
DIB5374079	right now	right now	1	Adverb	at this precise moment	1	y
DIB5377576	you're welcome	you're welcome	1	Phrase	reply to thanks	1	y
DIB5377785	occur	occur	3	Verb	meet or come to the mind	1	y
DIB5384018	skateboard	skateboard	1	Noun	sports/recreation platform on wheels	1	y
DIB5384026	awake	awake	1	Adjective	conscious	1	y
DIB5398742	camp	camp	5	Verb	to live in a tent	1	y
DIB5408347	holiday	holiday	1	Noun	day on which a festival, religious event, or national celebration is traditionally observed	1	y
DIB5417420	basketball	basketball	2	Noun	the ball used in the sport	1	y
DIB5420315	not	not	1	Adverb	negates meaning of another word	1	y
DIB5428424	student	student	1	Noun	person who studies a subject	1	y
DIB5430147	shower gel	shower gel	1	Noun	gel shower soap	1	y
DIB5433188	Federal Republic of Germany	Federal Republic of Germany	1	Proper noun	id=Q183	1	y
DIB5435911	Iraq	Iraq	1	Proper noun	id=Q796	1	y
DIB5448441	decontaminate	decontaminate	1	Verb	to remove contamination from (something), rendering it safe	1	y
DIB5449464	muesli	muesli	1	Noun	breakfast dish	1	y
DIB5452346	brother-in-law	brother-in-law	1	Noun	brother of one's husband	1	y
DIB5452346	brother-in-law	brother-in-law	2	Noun	brother of one's wife	1	y
DIB5452346	brother-in-law	brother-in-law	3	Noun	husband of one's sister	1	y
DIB5454188	commence	commence	1	Verb	begin, start	1	y
DIB5454810	good	good	2	Adjective	well-behaved	1	y
DIB5457351	stunned	stunned	1	Adjective	unable to act or respond	1	y
DIB5466753	hole punch	hole punch	1	Noun	tool	1	y
DIB5468777	tornado	tornado	1	Noun	violent windstorm	1	y
DIB5478834	seasick	seasick	1	Adjective	ill due to the motion of a ship at sea	1	y
DIB5493272	arm	arm/translations	1	Noun	upper appendage from shoulder to wrist	1	y
DIB5494537	gift	gift	4	Verb	(transitive) to give as a gift	1	y
DIB5495612	credit card	credit card	1	Noun	card connected to a credit account used to buy goods or services	1	y
DIB5497094	chubby	chubby	1	Adjective	of a person, somewhat fat	1	y
DIB5502675	conform	conform	2	Verb	to be in accordance with a set of specifications	1	y
DIB5503524	cheap	cheap	1	Adjective	low and/or reduced in price	1	y
DIB5516881	exploit	exploit	4	Verb	use for one’s advantage	1	y
DIB5521827	disgusting	disgusting	1	Adjective	repulsive, distasteful	1	y
DIB5528397	blue	blue	1	Adjective	blue-coloured	1	y
DIB5530969	admire	admire	1	Verb	regard with wonder and delight	1	y
DIB5538977	all day	all day	1	Adverb	the entire day	1	y
DIB5545699	complain	complain	2	Verb	to express feelings of pain, dissatisfaction, or resentment	1	y
DIB5548761	six	six	1	Numeral	cardinal number	1	y
DIB5552476	margarine	margarine	1	Noun	spread	1	y
DIB5556386	trade	trade	18	Verb	to give in exchange	1	y
DIB5559680	occur	occur	1	Verb	take place	1	y
DIB5559869	DVD player	DVD player	1	Noun	DVD player	1	y
DIB5561981	lamp	lamp	1	Noun	device producing light	1	y
DIB5566570	him	him	1	Pronoun	dative / indirect object	1	y
DIB5568387	look after	look after	2	Verb	to care for, keep safe, watch, protect	1	y
DIB5582925	biology	biology	1	Noun	study of living matter	1	y
DIB5585407	federation	federation	1	Noun	array of nations or states	1	y
DIB5587663	during	during	2	Preposition	within a given time interval	1	y
DIB5588018	enjoy	enjoy	1	Verb	to receive pleasure or satisfaction from something	1	y
DIB5592726	forget	forget	2	Verb	to lose remembrance of	1	y
DIB5596351	only	only	6	Adverb	as recently as	1	y
DIB5598050	clothes	clothes	1	Noun	apparel	1	y
DIB5601739	pull	pull	1	Verb	transitive: apply force to (something) so it comes towards one	1	y
DIB5613773	flatshare	flatshare	1	Verb	shared apartment	1	y
DIB5616070	look at	look at	1	Verb	observe or watch	1	y
DIB5622670	return	return	1	Verb	to come or go back	1	y
DIB5623290	travel agency	travel agency	1	Noun	company	1	y
DIB5623731	imitate	imitate	1	Verb	to follow as a model	1	y
DIB5629540	converse	converse	1	Verb	to engage in conversation	1	y
DIB5641763	great-grandfather	great-grandfather	1	Noun	father of one's grandparent	1	y
DIB5642654	coffeemaker	coffeemaker	1	Noun	kitchen apparatus used to brew and filter coffee	1	y
DIB5642798	success	success	1	Noun	achievement of one's aim or goal	1	y
DIB5644836	responsible	responsible	1	Adjective	answerable for an act performed or for its consequences	1	y
DIB5648423	Italian	Italian	5	Noun	language	1	y
DIB5652299	party	party	1	Noun	law: particular side in a contract or legal action	1	y
DIB5658262	American football	American football	1	Noun	American football	1	y
DIB5664272	ceremony	ceremony	2	Noun	official gathering to celebrate	1	y
DIB5666723	below	below	1	Preposition	lower in spatial position than	1	y
DIB5669886	honey	honey	1	Noun	sweet substance produced by bees	1	y
DIB5670676	completely	completely	1	Adverb	in a complete manner	1	y
DIB5671226	yoga	yoga	1	Noun	Hindu discipline	1	yp
DIB5681385	whodunit	whodunit	1		a crime novel or drama	1	y
DIB5691407	wedding	wedding	1	Noun	marriage ceremony	1	y
DIB5698963	depart	depart	1	Verb	to leave	1	y
DIB5703233	break in	break in	5	Verb	to tame (a horse or other animal)	1	y
DIB5710126	career	career	1	Noun	one's calling in life; a person's occupation	1	y
DIB5710453	project	project	1	Noun	planned endeavor	1	y
DIB5711268	sin	sin/translations	1	Noun	violation of religious law	1	y
DIB5718944	wear	wear	1	Verb	to have on (clothes or accessories)	1	y
DIB5719014	wastepaper basket	wastepaper basket	1	Noun	small open container for discarded paper	1	y
DIB5722168	summer	summer	1	Noun	hottest season	1	y
DIB5728439	hotel	hotel	1	Noun	establishment providing accommodation	1	y
DIB5731864	narrow-minded	narrow-minded	1	Adjective	having restricted or rigid views, and being unreceptive to new ideas	1	y
DIB5735557	low	low	5	Adjective	not high in amount or quantity	1	y
DIB5752884	Wednesday	Wednesday	2	Adverb	on Wednesday	1	y
DIB5753009	delicious	delicious	1	Adjective	pleasing to taste	1	y
DIB5757943	alcoholic	alcoholic	4	Adjective	having more than a trace amount of alcohol in its contents	1	y
DIB5761025	happy New Year	happy New Year	1	Phrase	Happy New Year	1	y
DIB5798453	nineteen	nineteen	1	Numeral	cardinal number	1	y
DIB5811401	after	after	2	Preposition	subsequently; following in time; later than	1	y
DIB5811581	fall apart	fall apart	1	Verb	disintegrate, break into pieces	1	y
DIB5818803	snow	snow	1	Noun	partly frozen, crystalline state of water that falls from the atmosphere as precipitation in flakes; falling of such flakes; accumulation of them as a white layer	1	y
DIB5821313	there	there	1	Adverb	in or at that place	1	y
DIB5826923	cucumber	cucumber	2	Noun	edible fruit	1	y
DIB5827584	anthropology	anthropology	1	Noun	the study of humanity	1	y
DIB5831150	search	search	1	Noun	an attempt to find something	1	y
DIB5850902	behave	behave	1	Verb	to act in a specific manner	1	y
DIB5853686	inadequate	inadequate	1	Adjective	Not adequate	1	y
DIB5853697	move in	move in	1	Verb	start living or working in a new place	1	y
DIB5857341	traffic	traffic	1	Noun	pedestrians or vehicles on roads or on the air	1	y
DIB5858654	guide book	guide book	1	Noun	book that provides guidance	1	y
DIB5859002	identify	identify	1	Verb	to establish the identity of someone or something	1	y
DIB5868058	answer	answer	5	Verb	to make a reply or response to	1	y
DIB5869028	four	four	1	Numeral	the cardinal number 4	1	y
DIB5873603	read	read	1	Verb	to look at and interpret letters or other information	1	y
DIB5873603	read	read	2	Verb	to speak aloud words or other information that is written	1	y
DIB5875827	new year	new year	1	Noun	year following the current year	1	y
DIB5876461	as a result	as a result	1	Prepositional phrase	consequently	1	y
DIB5880074	pleased to meet you	pleased to meet you	1	Phrase	polite formula used when being introduced to somebody	1	y
DIB5884498	over there	over there	1	Adverb	in that place	1	y
DIB5888626	learn	learn	6	Verb	to come to know; to become informed of; to find out	1	y
DIB5899698	coach	coach	5	Verb	sports: train	1	y
DIB5901717	lake	lake/translations	1	Noun	body of water	1	y
DIB5924398	money	money	1	Noun	means of exchange and measure of value	1	y
DIB5926606	ghastly	ghastly	2	Adjective	horrifyingly shocking	1	y
DIB5928453	art	art	3	Noun	skillful creative activity	1	y
DIB5941643	bucket	bucket	1	Noun	container	1	y
DIB5942782	wind	wind/translations	1	Noun	movement of air	1	y
DIB5944836	I	I/translations	1	Pronoun	personal pronoun	1	y
DIB5946947	divorce	divorce	1	Noun	legal dissolution of a marriage	1	y
DIB5964480	three	three	1	Numeral	cardinal number 3	1	y
DIB5971369	hot chocolate	hot chocolate	1	Noun	beverage	1	y
DIB5984181	radio	radio	2	Noun	receiver	1	y
DIB5992784	another	another	2	Determiner	not the same; different	1	y
DIB5998056	cauliflower	cauliflower	1	Noun	vegetable	1	y
DIB5999424	lip	lip	1	Noun	fleshy protrusion framing the mouth	1	y
DIB6010499	calculator	calculator	1	Noun	electronic device that performs mathematical calculations	1	y
DIB6012992	one	one/translations	1	Numeral	cardinal number 1	1	y
DIB6014477	document	document	1	Noun	original or official paper	1	y
DIB6015791	annoying	annoying	1	Adjective	causing irritation or annoyance	1	y
DIB6016554	hurricane	hurricane	1	Noun	weather phenomenon	1	y
DIB6029085	high	high	1	Adjective	elevated; tall	1	y
DIB6032811	pay attention	pay attention	1	Verb	to be attentive	1	y
DIB6032889	skimpy	skimpy	2	Adjective	of a garment, very small, light, or revealing	1	y
DIB6035393	automobile	automobile	1	Noun	passenger vehicle	1	y
DIB6035630	eye	eye/translations	1	Noun	organ	1	y
DIB6036836	brush	brush	10	Verb	to untangle/arrange	1	y
DIB6041265	agreeable	agreeable	2	Adjective	pleasant to the senses or mind	1	y
DIB6044802	thirty	thirty	1	Numeral	cardinal number	1	y
DIB6050107	as soon as	as soon as	1	Conjunction	immediately after	1	y
DIB6050601	orthopedist	orthopedist	1	Noun	orthopedic surgeon	1	y
DIB6054136	abide	abide	2	Verb	bear patiently; tolerate	1	y
DIB6055268	button	button	2	Noun	a mechanical device meant to be pressed with a finger	1	y
DIB6057832	live	live	1	Verb	be alive	1	y
DIB6067536	day	day/translations	3	Noun	period from midnight to the following midnight	1	y
DIB6067790	water	water	1	Verb	to pour water into the soil surrounding (plants)	1	y
DIB6086307	Spain	Spain	1	Proper noun	id=Q29	1	y
DIB6090696	October	October	1	Proper noun	tenth month of the Gregorian calendar	1	y
DIB6090728	World War I	World War I	1	Proper noun	war	1	y
DIB6095367	horse	horse	1	Noun	members of the species ''Equus ferus''	1	y
DIB6099402	corkscrew	corkscrew	1	Noun	implement for opening bottles sealed by a cork	1	y
DIB6099600	every	every	1	Determiner	all of a countable group	1	yp
DIB6107569	time	time/translations	2	Noun	quantity of availability in time	1	y
DIB6118123	shoe	shoe	1	Noun	protective covering for the foot	1	y
DIB6124232	burn	burn	9	Verb	to cause to be consumed by fire	1	y
DIB6124232	burn	burn	10	Verb	to be consumed by fire	1	y
DIB6126403	eat	eat	1	Verb	to ingest	1	y
DIB6131430	decide	decide	1	Verb	to resolve or settle	1	y
DIB6131430	decide	decide	2	Verb	give judgement	1	y
DIB6131488	excellent	excellent	1	Adjective	of the highest quality	1	y
DIB6141856	move	move	3	Verb	to change residence	1	y
DIB6150515	chess	chess	1	Noun	two-player board game	1	y
DIB6150682	sting	sting	13	Verb	of an insect or arachnid: to puncture with the stinger	1	y
DIB6160881	behind	behind	1	Preposition	at the back of	1	y
DIB6181096	lawyer	lawyer	1	Noun	professional person with a graduate law degree that qualifies for legal work	1	y
DIB6186680	fishing rod	fishing rod	1	Noun	rod used for angling	1	y
DIB6188113	Christmas market	Christmas market	1	Noun		1	y
DIB6188414	arrive	arrive	2	Verb	to get to a certain place	1	y
DIB6189866	discourage	discourage	1	Verb	to dishearten	1	y
DIB6190904	how are you	how are you	1	Phrase	greeting	1	y
DIB6192325	what date is it today	what date is it today	1	Phrase	what date is it today?	1	y
DIB6209919	imaginative	imaginative	2	Adjective	tending to be fanciful	1	y
DIB6210180	means of transportation	means of transportation	1	Noun	general term for the different kinds of transport facilities that are often used to transport people or cargo in many ways	1	y
DIB6212873	Sunday	Sunday	3	Adverb	on Sunday	1	y
DIB6217415	exhaust	exhaust	10	Noun	exhaust gas	1	plural
DIB6226227	all	all	1	Determiner	every individual of the given class	1	y
DIB6228464	bite	bite	1	Verb	cut into by clamping the teeth	1	y
DIB6230728	sort out	sort out	3	Verb	to fix problem	1	y
DIB6234019	bathroom	bathroom	1	Noun	a room with a bathtub	1	y
DIB6234991	butter	butter	1	Noun	soft foodstuff made from milk	1	y
DIB6237142	depressing	depressing	1	Adjective	causing depression or sadness	1	y
DIB6249292	Lusatia	Lusatia	1	Proper noun	region	1	y
DIB6251363	love	love/translations	1	Noun	strong affection	1	y
DIB6252829	colorful	colorful	1	Adjective	possessing prominent and varied colors	1	y
DIB6257546	behavior	behavior	1	Noun	way an animal or human behaves or acts	1	y
DIB6264023	think	think	4	Verb	be of the opinion that	1	y
DIB6273163	burn down	burn down	2	Verb	completely burn so that nothing remains	1	y
DIB6280112	ski	ski	3	Verb	move on skis	1	y
DIB6285353	sale	sale	2	Noun	sale of goods at reduced prices	1	y
DIB6287720	pot	pot	1	Noun	vessel for cooking or storing food etc.	1	y
DIB6288213	belt	belt	1	Noun	band worn around the waist	1	y
DIB6292789	far	far/translations	1	Adjective	remote in space	1	y
DIB6293649	fifteen	fifteen	1	Numeral	cardinal number	1	y
DIB6297904	flee	flee	1	Verb	to run away; to escape	1	y
DIB6299502	injure	injure	1	Verb	to wound or cause physical harm	1	y
DIB6299709	rest	rest	11	Verb	intransitive: take repose	1	y
DIB6303919	miss	miss	1	Verb	to fail to hit	1	y
DIB6310873	extremely	extremely	1	Adverb	to an extreme degree	1	y
DIB6324345	arrogant	arrogant	1	Adjective	having excessive pride	1	y
DIB6333211	top up	top up	1	Verb	to refill	1	y
DIB6343470	apartment	apartment	1	Noun	domicile occupying part of a building	1	y
DIB6349278	belong	belong	4	Verb	be the property of	1	y
DIB6349901	bacon	bacon	1	Noun	cut of meat	1	y
DIB6350903	coffee table	coffee table	1	Noun	type of table	1	y
DIB6351429	knee	knee	1	Noun	joint in the middle of the leg and area around it	1	y
DIB6352917	chalk	chalk	2	Noun	a piece of chalk used for drawing and on a blackboard	1	y
DIB6359241	scream	scream	2	Verb	to make the sound of a scream	1	y
DIB6362922	die out	die out	1	Verb	to become extinct	1	y
DIB6363445	always	always	1	Adverb	at all times	1	y
DIB6376956	ninety	ninety	1	Numeral	90	1	y
DIB6384257	get dressed	get dressed	1	Verb	to beclothe oneself, to put on clothes	1	y
DIB6390672	big	big	1	Adjective	of a great size	1	y
DIB6394931	smooth	smooth	1	Adjective	lacking friction, not rough	1	y
DIB6397646	English	English	10	Proper noun	the English language	1	y
DIB6410439	carry	carry	1	Verb	to transport by lifting	1	y
DIB6412420	author	author	1	Noun	originator or creator of a work	1	y
DIB6415162	shore	shore	1	Noun	land adjoining a large body of water	1	y
DIB6419571	exercise	exercise	1	Noun	any activity designed to develop or hone a skill or ability	1	y
DIB6420267	make do	make do	1	Verb	to get by (with)	1	y
DIB6427779	in order to	in order to	1	Conjunction	as a means of achieving the specified aim	1	y
DIB6428184	finished	finished	1	Adjective	processed or perfected	1	y
DIB6432614	terrible	terrible	1	Adjective	dreadful; causing alarm or fear	1	y
DIB6432614	terrible	terrible	5	Adjective	very bad	1	y
DIB6436165	vomit	vomit	1	Verb	regurgitate the contents of a stomach	1	y
DIB6452882	sunshine	sunshine	1	Noun	direct rays of the sun	1	y
DIB6455695	to	to	12	Preposition	time: preceding	1	y
DIB6463826	daughter	daughter	1	Noun	female offspring	1	y
DIB6465396	last night	last night	2	Adverb	during the night before today	1	y
DIB6467883	white	white	1	Adjective	bright and colourless	1	y
DIB6467883	white	white	16	Noun	color	1	y
DIB6474195	hurry up	hurry up	1	Verb	go faster	1	y
DIB6484906	in	in/translations	1	Preposition	contained by	1	y
DIB6486801	read out	read out	1	Verb	read something and say the words to others	1	y
DIB6500798	myself	myself	1	Pronoun	me, reflexive form of ''me''	1	yp
DIB6502995	where are you from	where are you from	1	Phrase	in which country or region were you born or raised	1	y
DIB6510635	begin	begin	1	Verb	to start, to initiate (transitive)	1	y
DIB6512903	price	price	1	Noun	cost required to gain possession of something	1	y
DIB6513098	hour	hour	1	Noun	time period of sixty minutes	1	y
DIB6513737	criticize	criticize	1	Verb	to find fault	1	y
DIB6517472	cry	cry	1	Verb	intransitive: to shed tears	1	y
DIB6521684	again	again	1	Adverb	another time	1	y
DIB6524229	he	he/translations	1	Pronoun	personal pronoun "he"	1	y
DIB6541110	kleenex	kleenex	1	Noun	generic term for a disposable tissue	1	y
DIB6541234	give in	give in	2	Verb	to relent or yield	1	y
DIB6542475	concussion	concussion	2	Noun	injury	1	y
DIB6549096	rehabilitate	rehabilitate	7	Verb	to recover	1	y
DIB6559472	well-bred	well-bred	2	Adjective	well-mannered and refined	1	y
DIB6568341	century	century	1	Noun	period of 100 years	1	y
DIB6582226	local	local	1	Adjective	of a nearby location	1	y
DIB6586411	prince	prince	2	Noun	son or male-line grandson of a reigning monarch	1	y
DIB6588124	turn on	turn on	2	Verb	(transitive) to activate an appliance, light, mechanism, functionality etc.	1	y
DIB6590088	grandchild	grandchild	1	Noun	child of one’s child	1	y
DIB6599965	supermarket	supermarket	1	Noun	store	1	y
DIB6603247	intimidate	intimidate	1	Verb	to make timid or fearful	1	y
DIB6608285	current	current	4	Adjective	existing or occurring at the moment	1	y
DIB6609595	pants	pants	1	Noun	garment covering the body from the waist downwards	1	y
DIB6612516	high heels	high heels	1	Noun	shoes	1	y
DIB6626351	catch	catch	8	Verb	to capture or snare	1	y
DIB6640962	Tuesday	Tuesday	2	Adverb	on Tuesday	1	y
DIB6641212	avoid	avoid	2	Verb	to keep away from	1	y
DIB6652834	dish	dish	3	Noun	specific type of food	1	y
DIB6661947	think back	think back	1	Verb	think about a time or experience	1	y
DIB6663335	inform	inform	1	Verb	to communicate knowledge to another/others (transitive)	1	y
DIB6663362	chest	chest	4	Noun	thorax	1	y
DIB6663989	expensive	expensive	1	Adjective	having a high price or cost	1	y
DIB6664576	golf	golf	1	Noun	ball game	1	y
DIB6667186	influence	influence	6	Verb	transitive: to exert an influence upon	1	y
DIB6673968	wonder	wonder	7	Verb	to ponder about something	1	yp
DIB6674655	chiropractor	chiropractor	1	Noun	chiropractor	1	y
DIB6684152	pharmacist	pharmacist	1	Noun	professional who dispenses prescription drugs	1	y
DIB6686678	pointlessness	pointlessness	1	Noun	lack of purpose	1	y
DIB6687504	once	once	1	Adverb	one and only one time	1	y
DIB6690236	environment	environment	2	Noun	natural world or ecosystem	1	y
DIB6698323	recount	recount	4		to count again	1	y
DIB6702513	listen	listen	1	Verb	to pay attention to a sound	1	y
DIB6709851	a lot	a lot	3	Adverb	very much	1	y
DIB6710968	soon	soon	1	Adverb	within a short time	1	y
DIB6712843	shorts	shorts	1	Noun	leg garment	1	y
DIB6716140	dwarf	dwarf	1	Noun	a being from folklore, underground-dwelling nature spirit	1	plural
DIB6738272	tomato	tomato	2	Noun	fruit	1	y
DIB6745086	ahead	ahead	1	Adverb	in or to the front	1	y
DIB6746585	Spanish	Spanish	4	Proper noun	Romance language of Spain and the Americas	1	y
DIB6749627	wish	wish	3	Verb	to bestow a thought	1	y
DIB6752303	until	until	1	Preposition	up to the time of	1	y
DIB6759481	sixteen	sixteen	1	Numeral	cardinal number 16	1	y
DIB6762754	myself	myself	1	Pronoun	me, reflexive form of ''me''	1	yp
DIB6762834	them	them	1	Pronoun	third personal plural pronoun used after a preposition or as the object of a verb	1	yp
DIB6774702	what's your phone number	what's your phone number	1	Phrase	what's your phone number?	1	y
DIB6774874	gynaecologist	gynaecologist	1	Noun	specialist in diseases of the female reproductive system	1	y
DIB6777743	doner kebab	doner kebab	1	Noun	Turkish dish of grilled meat served with pita	1	y
DIB6787768	hail	hail	1	Noun	balls of ice	1	y
DIB6793558	how old are you	how old are you	1	Phrase	what is your age in years	1	y
DIB6796521	educated	educated	1	Adjective	having attained a level of higher education	1	y
DIB6798719	training	training	1	Noun	the activity of imparting and acquiring skills	1	y
DIB6813210	makeup	makeup	2	Noun	cosmetics; colorants and other substances applied to the skin to alter its appearance	1	y
DIB6813624	creative	creative	1	Adjective	having the ability to create	1	y
DIB6822976	improve	improve	2	Verb	to become better	1	y
DIB6823045	bring	bring	1	Verb	to transport toward somebody/somewhere	1	y
DIB6823778	pantyliner	pantyliner	1	Noun	pad worn inside underwear	1	y
DIB6826348	Europe	Europe	1	Proper noun	id=Q46	1	y
DIB6831695	week	week	1	Noun	period of seven days	1	y
DIB6834366	accident	accident	1	Noun	unexpected event with negative consequences	1	y
DIB6835971	appointment	appointment	4	Noun	arrangement for a meeting; an engagement	1	y
DIB6836759	to	to	5	Preposition	in the direction of, and arriving at	1	y
DIB6837398	acquaintance	acquaintance	2	Noun	person	1	y
DIB6842131	rainy	rainy	1	Adjective	abounding with rain	1	y
DIB6843484	seventy	seventy	1	Numeral	cardinal number	1	y
DIB6844017	disembark	disembark	2	Verb	to go ashore, to leave a train or airplane	1	y
DIB6852895	flip-flop	flip-flop	2	Noun	bistable electronic circuit	1	plural
DIB6853950	attend	attend	2	Verb	(''transitive'') to be present at (an event or place) in order to take part in some action or proceedings; (''intransitive'') to go to and be present at a place for some purpose	1	y
DIB6854388	like	like	1	Verb	to enjoy	1	y
DIB6855967	in front of	in front of	3	Preposition	located before (something else)	1	y
DIB6876190	excuse me	excuse me	4	Noun	sorry, as apology	1	y
DIB6877271	army	army	1	Noun	military force concerned mainly with ground operations	1	y
DIB6878451	shy	shy	2	Adjective	reserved	1	y
DIB6879141	whence	whence	1	Adverb	from where; from which place or source	1	y
DIB6885005	spicy	spicy	3	Adjective	tangy or pungent	1	y
DIB6887394	staple	staple	9	Verb	secure with a staple	1	yp
DIB6889576	grandfather	grandfather	1	Noun	grandfather (from either side)	1	y
DIB6892637	general	general	4	Adjective	not limited in application; applicable to a whole class or category	1	y
DIB6894933	wash up	wash up	1	Verb	wash one's hands and/or face (US)	1	y
DIB6900407	download	download	2	Verb	to transfer data from a remote computer to a local one	1	y
DIB6904272	violence	violence	2	Noun	action intended to cause destruction, pain or suffering	1	y
DIB6907288	perform	perform	1	Verb	transitive: to do (something)	1	y
DIB6908640	lie	lie	1	Verb	be in horizontal position	1	y
DIB6909274	bread roll	bread roll	1	Noun	miniature round loaf of bread	1	y
DIB6910023	peace	peace	4	Noun	state of being free from war	1	y
DIB6921164	finger	finger/translations	1	Noun	(anatomy) extremity of the hand	1	y
DIB6921172	comb	comb	5	Verb	to groom the hair with a toothed implement	1	y
DIB6935637	make up	make up	5	Verb	to apply cosmetics	1	y
DIB6941890	get along	get along	1	Verb	interact or coexist well, without argument or trouble	1	y
DIB6945288	stomach	stomach	1	Noun	digestive organ	1	y
DIB6947203	put out	put out	10	Verb	to extinguish (fire)	1	y
DIB6952717	knit	knit	1	Verb	to make fabric from thread or yarn	1	y
DIB6957164	search	search	2	Verb	to look throughout (a place) for something	1	y
DIB6965996	vicinity	vicinity	2	Noun	neighbourhood, or the nearby region	1	y
DIB6966127	bra	bra	1	Noun	brassiere	1	y
DIB6970744	camera	camera	1	Noun	still camera	1	y
DIB6986737	Nutella	Nutella	1	Proper noun	chocolate spread	1	y
DIB6989154	wall	wall	3	Noun	substantial structure acting as side or division in a building	1	y
DIB6990378	luggage	luggage	1	Noun	traveller's containers	1	y
DIB7007560	tiny	tiny	1	Adjective	very small	1	y
DIB7012776	cordial	cordial	1	Adjective	hearty	1	y
DIB7016969	bicycle	bicycle	1	Noun	vehicle	1	y
DIB7016982	Weimar Republic	Weimar Republic	1	Proper noun	Germany between 1919 and 1933	1	y
DIB7017644	not bad	not bad	1	Adjective	reasonably good	1	y
DIB7018152	arrest	arrest	9	Verb	to take into legal custody	1	y
DIB7018679	sports jacket	sports jacket	1	Noun	tailored jacket that is not part of a suit	1	y
DIB7019064	pencil	pencil	1	Noun	graphite writing-instrument	1	y
DIB7019646	princess	princess	1	Noun	female member of royal family	1	y
DIB7022754	stove	stove	1	Noun	heater	1	y
DIB7022754	stove	stove	2	Noun	device for heating food	1	y
DIB7022766	freeze	freeze	3	Verb	of temperature, to drop below zero	1	y
DIB7023100	myself	myself	2	Pronoun	in apposition with I; personally	1	yp
DIB7030071	sweet	sweet/translations	2	Adjective	having a taste of sugar	1	y
DIB7037594	execute	execute	1	Verb	to kill as punishment	1	y
DIB7050765	March	March	1	Proper noun	third month of the Gregorian calendar	1	y
DIB7051010	letter	letter	1	Noun	a symbol in an alphabet	1	y
DIB7055738	fry	fry	1	Verb	to cook (something) in hot fat or oil	1	y
DIB7059278	stereo	stereo	2	Noun	device	1	y
DIB7061087	drum	drum	1	Noun	musical instrument	1	y
DIB7061899	sprain	sprain	1	Verb	to weaken a joint, ligament, or muscle	1	y
DIB7064411	thrifty	thrifty	1	Adjective	given to, or evincing, thrift	1	y
DIB7068322	major	major	9	Noun	principal subject or course	1	y
DIB7081010	panic	panic	3	Noun	overwhelming fear or fright; an instance of this	1	y
DIB7083750	CD player	CD player	1	Noun	CD player	1	y
DIB7097421	jump up	jump up	1	Verb	to move to a higher position with one jump	1	y
DIB7098272	forehead	forehead	1	Noun	part of face above eyebrows	1	y
